Τμήμα,Βάρδια,Εβδομάδα,"Κλάδος Προσωπικού",Υποκλάδος,"Απαιτούμενο Προσωπικό"
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-15",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,3
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-16",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,3
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",2
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-14",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,2
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-15 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",2
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-15 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,2
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-16",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,2
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,1
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,1
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",1
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-13","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",1
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,1
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΧΕΙΡΟΥΡΓΙΚΗ,1
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-15 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,1
ΓΥΝΑΙΚΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,24
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",16
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,5
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-15",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,4
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",3
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-14",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,3
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-13",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-13",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-16 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-15",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-16",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-16 έως 2026-05-16",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-16 έως 2026-05-16",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΧΕΙΡΟΥΡΓΙΚΗ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-11","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-17 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΠΝΕΥΜΟΝΟΛΟΓΙΑ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,29
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",12
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-16",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,4
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",4
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-15",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,3
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-17",ΙΑΤΡΟΣ,ΧΕΙΡΟΥΡΓΙΚΗ,3
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,3
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",3
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,3
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-16",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-13",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-11",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-16 έως 2026-05-16",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,25
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",17
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",4
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,4
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",3
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-15",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-12",ΙΑΤΡΟΣ,ΠΝΕΥΜΟΝΟΛΟΓΙΑ,2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-15",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-13","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-16",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-15",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,2
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,1
ΔΕΡΜΑΤΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-16 έως 2026-05-16",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,1
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,25
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",15
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,4
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-16 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,3
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",3
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-13",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,3
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-15 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-15",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-14",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-16",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-14",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-11",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΠΝΕΥΜΟΝΟΛΟΓΙΑ,1
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",1
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,1
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,1
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,1
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΧΕΙΡΟΥΡΓΙΚΗ,1
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,20
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",19
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",5
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,3
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-16",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,3
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-12",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,3
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,3
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-15",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-16 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-17",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-16",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,2
ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,1
